,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,cython,cython/cython,['written-in-python'],supersets,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-04-14 17:21:11,2026-04-14 17:21:10,20180,246.0,1581,231,3438,1333,2828,10695,2026-01-04 13:13:45,3.2.4,457953.0,8806.0,57.0,The most widely used Python to C compiler.,214831.0,214831.0,584.0,43,True,1,
1,numba,numba/numba,['written-in-python'],subsets,https://github.com/numba/numba,https://github.com/numba/numba,BSD-2-Clause,2012-03-08 11:12:43,2026-04-15 19:24:57,2026-04-15 19:24:56,27661,262.0,1221,191,4903,1661,3953,10976,2026-04-01 03:56:50,0.65.0,,,27.0,NumPy aware dynamic Python compiler using LLVM.,172039.0,172039.0,425.0,39,True,1,
2,pyodide,pyodide/pyodide,['written-in-c'],implemented-in-other-languages,https://github.com/pyodide/pyodide,https://github.com/pyodide/pyodide,MPL-2.0,2018-02-23 19:21:29,2026-04-16 09:06:01,2026-04-16 09:06:01,4215,104.0,986,136,3777,344,1456,14531,2026-01-28 09:29:54,0.29.3,1447040.0,16258.0,93.0,Pyodide is a Python distribution for the browser and Node.js based on WebAssembly.,6400.0,6400.0,303.0,37,True,1,
3,rustpython,RustPython/RustPython,['written-in-rust'],implemented-in-other-languages,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-04-15 23:52:37,2026-04-15 23:52:37,16389,1092.0,1395,172,6216,290,1042,22011,,,594.0,45.0,1.0,A Python Interpreter written in Rust.,893.0,893.0,490.0,34,True,1,
4,micropython,micropython/micropython,['written-in-c'],subsets,https://github.com/micropython/micropython,https://github.com/micropython/micropython,,2013-12-20 11:47:07,2026-04-16 13:44:34,2026-04-16 06:20:57,18357,304.0,6426,713,7732,1391,4639,21627,2026-04-06 13:41:40,1.28.0,112065.0,1077.0,26.0,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,16.0,16.0,728.0,33,False,2,
5,brython,brython-dev/brython,['written-in-javascript'],implemented-in-other-languages,https://github.com/brython-dev/brython,https://github.com/brython-dev/brython,BSD-3-Clause,2014-09-15 06:58:21,2026-04-13 13:42:03,2026-04-13 13:41:54,9543,184.0,519,131,465,82,2058,6587,2025-10-11 13:24:27,3.14.0,45155.0,324.0,78.0,Brython (Browser Python) is an implementation of Python 3 running in the browser.,518.0,518.0,126.0,31,True,2,
6,circuitpython,adafruit/circuitpython,['written-in-c'],subsets,https://github.com/adafruit/circuitpython,https://github.com/adafruit/circuitpython,,2016-08-20 20:10:40,2026-04-16 11:39:20,2026-04-15 23:57:54,41208,376.0,1390,131,6250,858,3756,4496,2026-03-09 21:21:11,10.1.4,,,100.0,CircuitPython - a Python implementation for teaching coding with microcontrollers.,76.0,76.0,1331.0,31,False,3,
7,mojo,modular/modular,['written-in-mojo'],supersets,https://github.com/modular/modular,https://github.com/modular/modular,,2023-04-28 22:17:24,2026-04-15 21:34:01,2026-04-15 21:34:01,32991,3950.0,2789,258,2461,676,2648,25891,2026-03-19 15:59:53,modular/v26.2.0,,,11.0,The Modular Platform (includes MAX & Mojo).,,,399.0,30,False,2,
8,nuitka,Nuitka/Nuitka,['written-in-python'],compilers,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33,2026-04-16 18:59:09,2026-04-11 08:09:46,14646,678.0,757,136,541,191,2605,14735,,,,,,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",3744.0,3744.0,208.0,30,True,1,
9,hy,hylang/hy,['written-in-python'],supersets,https://github.com/hylang/hy,https://github.com/hylang/hy,,2012-12-15 21:20:51,2026-03-21 13:38:29,2026-03-21 13:38:28,4479,11.0,366,114,1352,13,1141,5419,2026-01-14 17:46:09,1.2.0,1333.0,12.0,23.0,A dialect of Lisp thats embedded in Python.,816.0,816.0,183.0,27,False,2,
10,codon,exaloop/codon,['written-in-cpp'],compilers,https://github.com/exaloop/codon,https://github.com/exaloop/codon,Apache-2.0,2021-09-27 17:56:34,2026-04-11 17:29:27,2026-04-11 17:29:27,949,25.0,598,137,176,91,430,16718,2026-03-04 00:09:30,0.19.6,55283.0,1382.0,20.0,"A high-performance, zero-overhead, extensible Python compiler with built-in NumPy support.",,,21.0,26,True,2,
11,graalpython,oracle/graalpython,['written-in-java'],implemented-in-other-languages,https://github.com/oracle/graalpython,https://github.com/oracle/graalpython,,2018-04-17 09:54:59,2026-04-16 16:09:46,2026-04-16 14:35:43,26846,506.0,149,57,241,56,433,1580,2026-01-20 14:11:31,graal-25.0.2,685331.0,7214.0,61.0,GraalPy A high-performance embeddable Python 3 runtime for Java.,,,86.0,26,False,2,
12,ironpython,IronLanguages/ironpython3,['written-in-csharp'],implemented-in-other-languages,https://github.com/IronLanguages/ironpython3,https://github.com/IronLanguages/ironpython3,Apache-2.0,2014-02-27 21:50:49,2026-04-12 01:50:37,2026-04-12 01:50:37,1462,42.0,308,132,1308,295,369,2734,2024-12-20 01:50:55,3.4.2,165876.0,2764.0,5.0,Implementation of Python 3.x for .NET Framework that is built on top of the Dynamic Language Runtime.,,,39.0,25,True,2,
13,pythran,serge-sans-paille/pythran,['written-in-cpp'],subsets,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14,2026-04-16 19:06:01,2026-04-05 10:05:44,3921,23.0,199,45,1491,139,793,2126,,,,,,Ahead of Time compiler for numeric kernels.,3668.0,3668.0,77.0,25,True,3,
14,pocketpy,pocketpy/pocketpy,['written-in-cpp'],implemented-in-other-languages,https://github.com/pocketpy/pocketpy,https://github.com/pocketpy/pocketpy,MIT,2022-11-06 04:17:25,2026-04-07 02:59:24,2026-04-07 02:58:12,4222,43.0,211,16,233,7,246,2050,2026-03-18 07:11:24,2.1.8,6365.0,159.0,56.0,Portable Python 3.x Interpreter in Modern C for Game Scripting.,,,50.0,25,True,2,
15,monty,pydantic/monty,['written-in-rust'],implemented-in-other-languages,https://github.com/pydantic/monty,https://github.com/pydantic/monty,MIT,2023-05-28 11:13:38,2026-04-16 16:46:59,2026-04-14 21:03:57,400,206.0,284,39,270,37,31,6827,2026-04-14 09:02:06,0.0.12,,,12.0,"A minimal, secure Python interpreter written in Rust for use by AI.",7.0,7.0,33.0,24,True,3,
16,skulpt,skulpt/skulpt,['written-in-javascript'],implemented-in-other-languages,https://github.com/skulpt/skulpt,https://github.com/skulpt/skulpt,,2012-05-31 20:13:13,2026-03-12 02:22:25,2026-03-12 02:22:25,5675,2.0,848,99,850,239,507,3396,2021-02-28 13:19:08,1.3.0,,,3.0,Skulpt is a Javascript implementation of the Python programming language.,250.0,250.0,117.0,22,False,3,
17,shedskin,shedskin/shedskin,['written-in-python'],compilers,https://github.com/shedskin/shedskin,https://github.com/shedskin/shedskin,,2010-07-02 20:21:59,2026-04-08 11:16:25,2026-04-08 07:43:21,5429,217.0,113,39,306,101,415,979,2026-04-08 11:17:31,0.9.12,15447.0,117.0,30.0,Shed Skin is a restricted-Python-to-C++ compiler. Read the introduction below to learn about the restrictions.,,,28.0,22,False,3,
18,coconut,evhub/coconut,['written-in-python'],supersets,https://github.com/evhub/coconut,https://github.com/evhub/coconut,Apache-2.0,2014-10-04 23:43:11,2026-02-16 05:03:23,2025-12-31 07:03:46,5251,,139,58,131,81,691,4321,2025-12-31 07:05:54,3.2.0,,,44.0,"Simple, elegant, Pythonic functional programming.",,,38.0,21,True,2,
19,pypy,pypy/pypy,['written-in-python'],implemented-in-other-languages,https://github.com/pypy/pypy,https://github.com/pypy/pypy,,2023-12-29 10:03:49,2026-04-16 18:54:56,2026-04-15 23:58:44,71133,123.0,110,18,222,732,4466,1708,,,,,,PyPy is a very fast and compliant implementation of the Python language.,,,398.0,21,False,3,
20,pyjion,tonybaloney/Pyjion,['written-in-cpp'],cpython-forks,https://github.com/tonybaloney/Pyjion,https://github.com/tonybaloney/Pyjion,MIT,2016-05-19 01:56:39,2024-12-25 02:51:16,2024-12-25 02:51:16,2800,,60,22,275,70,170,1426,2022-11-14 00:45:10,2.0.0,619.0,9.0,35.0,Pyjion - A JIT for Python based upon CoreCLR.,16.0,16.0,34.0,21,False,1,
