,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,cython,cython/cython,['written-in-python'],supersets,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-03-19 18:28:09,2026-03-19 18:27:28,20109,246.0,1583,231,3400,1330,2824,10656,2026-01-04 13:13:45,3.2.4,434240.0,8514.0,57.0,The most widely used Python to C compiler.,214239.0,214239.0,582.0,43,True,1,
1,numba,numba/numba,['written-in-python'],subsets,https://github.com/numba/numba,https://github.com/numba/numba,BSD-2-Clause,2012-03-08 11:12:43,2026-03-13 22:04:08,2026-03-13 01:45:23,27533,176.0,1207,190,4863,1661,3938,10937,2026-02-18 19:17:33,0.64.0,,,26.0,NumPy aware dynamic Python compiler using LLVM.,170887.0,170887.0,415.0,38,True,1,
2,pyodide,pyodide/pyodide,['written-in-c'],implemented-in-other-languages,https://github.com/pyodide/pyodide,https://github.com/pyodide/pyodide,MPL-2.0,2018-02-23 19:21:29,2026-03-19 13:42:57,2026-03-19 13:42:27,4161,64.0,980,136,3737,345,1449,14428,2026-01-28 09:29:54,0.29.3,1373238.0,15604.0,92.0,Pyodide is a Python distribution for the browser and Node.js based on WebAssembly.,6242.0,6242.0,300.0,37,True,1,
3,rustpython,RustPython/RustPython,['written-in-rust'],implemented-in-other-languages,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-03-19 16:06:55,2026-03-19 14:24:07,16264,1264.0,1380,171,6079,282,1035,21891,,,188.0,15.0,1.0,A Python Interpreter written in Rust.,891.0,891.0,485.0,33,True,1,
4,micropython,micropython/micropython,['written-in-c'],subsets,https://github.com/micropython/micropython,https://github.com/micropython/micropython,,2013-12-20 11:47:07,2026-03-19 14:28:42,2026-03-19 14:16:25,18249,258.0,6389,715,7635,1372,4608,21559,2025-12-09 15:06:51,1.27.0,110934.0,1077.0,25.0,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,16.0,16.0,725.0,33,False,2,
5,brython,brython-dev/brython,['written-in-javascript'],implemented-in-other-languages,https://github.com/brython-dev/brython,https://github.com/brython-dev/brython,BSD-3-Clause,2014-09-15 06:58:21,2026-03-19 06:54:31,2026-03-19 06:54:20,9505,172.0,518,131,465,82,2055,6588,2025-10-11 13:24:27,3.14.0,45011.0,326.0,78.0,Brython (Browser Python) is an implementation of Python 3 running in the browser.,517.0,517.0,126.0,32,True,2,1.0
6,circuitpython,adafruit/circuitpython,['written-in-c'],subsets,https://github.com/adafruit/circuitpython,https://github.com/adafruit/circuitpython,,2016-08-20 20:10:40,2026-03-19 16:25:36,2026-03-19 16:25:35,41060,256.0,1384,131,6208,849,3750,4486,2026-03-09 21:21:11,10.1.4,,,100.0,CircuitPython - a Python implementation for teaching coding with microcontrollers.,75.0,75.0,1326.0,31,False,3,
7,nuitka,Nuitka/Nuitka,['written-in-python'],compilers,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33,2026-03-18 16:29:22,2026-03-12 13:05:42,14533,565.0,755,135,525,179,2599,14649,,,,,,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",3681.0,3681.0,206.0,30,True,1,
8,mojo,modular/modular,['written-in-mojo'],supersets,https://github.com/modular/modular,https://github.com/modular/modular,,2023-04-28 22:17:24,2026-03-19 17:41:24,2026-03-19 17:41:23,31695,3260.0,2774,257,2342,715,2531,25746,2026-03-19 15:59:53,modular/v26.2.0,,,11.0,The Modular Platform (includes MAX & Mojo).,,,389.0,29,False,2,
9,hy,hylang/hy,['written-in-python'],supersets,https://github.com/hylang/hy,https://github.com/hylang/hy,,2012-12-15 21:20:51,2026-03-17 17:19:19,2026-03-17 17:19:18,4473,21.0,362,112,1348,12,1140,5446,2026-01-14 17:46:09,1.2.0,1328.0,12.0,23.0,A dialect of Lisp thats embedded in Python.,812.0,812.0,183.0,27,False,2,
