,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing
0,cython,cython/cython,supersets,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-01-22 13:28:24,2026-01-22 13:28:24,19951,331.0,1578,231,3326,1318,2804,10577,2026-01-04 13:13:45,3.2.4,391659.0,7993.0,57.0,The most widely used Python to C compiler.,213095.0,213095.0,580,42,True,1
1,hy,hylang/hy,supersets,https://github.com/hylang/hy,https://github.com/hylang/hy,,2012-12-15 21:20:51,2026-01-14 17:57:46,2026-01-14 17:57:40,4468,27.0,360,111,1344,10,1138,5437,2026-01-14 17:46:09,1.2.0,1313.0,12.0,23.0,A dialect of Lisp thats embedded in Python.,808.0,808.0,182,27,False,3
2,pocketpy,pocketpy/pocketpy,miscellaneous,https://github.com/pocketpy/pocketpy,https://github.com/pocketpy/pocketpy,MIT,2022-11-06 04:17:25,2026-01-14 08:50:40,2026-01-14 08:49:02,4179,121.0,167,16,203,4,206,2000,2025-12-25 09:51:34,2.1.6,5968.0,161.0,55.0,Portable Python 3.x Interpreter in Modern C for Game Scripting.,,,43,25,True,1
3,stackless,stackless-dev/stackless,supersets,https://github.com/stackless-dev/stackless,https://github.com/stackless-dev/stackless,,2017-09-05 14:36:10,2025-02-13 14:11:16,2025-02-13 14:11:16,106030,,64,35,40,12,256,1053,,,,,,The Stackless Python programming language.,,,998,17,False,3
