,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,cython,cython/cython,['written-in-python'],supersets,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-05-14 11:44:07,2026-05-14 07:19:41,20253,240.0,1584,231,3485,1345,2834,10728,2026-01-04 13:13:45,3.2.4,487105.0,9190.0,57.0,The most widely used Python to C compiler.,215414.0,215414.0,586.0,43,True,1,
1,numba,numba/numba,['written-in-python'],subsets,https://github.com/numba/numba,https://github.com/numba/numba,BSD-2-Clause,2012-03-08 11:12:43,2026-05-14 17:43:28,2026-05-13 01:35:21,27847,358.0,1235,189,4951,1667,3962,11022,2026-04-24 03:05:39,0.65.1,,,28.0,NumPy aware dynamic Python compiler using LLVM.,173246.0,173246.0,428.0,39,True,1,
2,pyodide,pyodide/pyodide,['written-in-c'],implemented-in-other-languages,https://github.com/pyodide/pyodide,https://github.com/pyodide/pyodide,MPL-2.0,2018-02-23 19:21:29,2026-05-13 14:37:19,2026-05-13 14:37:16,4248,103.0,991,135,3815,344,1464,14587,2026-05-07 10:22:27,0.29.4,1527353.0,16970.0,95.0,Pyodide is a Python distribution for the browser and Node.js based on WebAssembly.,6540.0,6540.0,305.0,37,True,1,
3,rustpython,RustPython/RustPython,['written-in-rust'],implemented-in-other-languages,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-05-14 04:13:41,2026-05-14 04:13:41,16617,755.0,1407,171,6459,279,1062,22046,,,815.0,58.0,1.0,A Python Interpreter written in Rust.,896.0,896.0,495.0,33,True,1,
4,micropython,micropython/micropython,['written-in-c'],subsets,https://github.com/micropython/micropython,https://github.com/micropython/micropython,,2013-12-20 11:47:07,2026-05-14 03:40:13,2026-05-14 03:38:20,18522,375.0,6449,714,7794,1315,4740,21702,2026-04-06 13:41:40,1.28.0,113258.0,1078.0,26.0,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,17.0,17.0,735.0,33,False,2,
5,brython,brython-dev/brython,['written-in-javascript'],implemented-in-other-languages,https://github.com/brython-dev/brython,https://github.com/brython-dev/brython,BSD-3-Clause,2014-09-15 06:58:21,2026-05-14 07:00:53,2026-05-14 07:00:43,9582,152.0,519,130,465,84,2065,6594,2026-05-02 14:56:30,3.14.1,45428.0,324.0,79.0,Brython (Browser Python) is an implementation of Python 3 running in the browser.,519.0,519.0,126.0,32,True,2,
6,circuitpython,adafruit/circuitpython,['written-in-c'],subsets,https://github.com/adafruit/circuitpython,https://github.com/adafruit/circuitpython,,2016-08-20 20:10:40,2026-05-12 21:43:06,2026-05-12 20:21:05,41328,415.0,1394,131,6284,863,3769,4505,2026-05-12 21:43:06,10.2.1,,,100.0,CircuitPython - a Python implementation for teaching coding with microcontrollers.,79.0,79.0,1334.0,31,False,3,
7,mojo,modular/modular,['written-in-mojo'],supersets,https://github.com/modular/modular,https://github.com/modular/modular,,2023-04-28 22:17:24,2026-05-13 07:33:55,2026-05-13 07:33:54,34131,4155.0,2812,259,2496,722,2689,26141,2026-05-07 16:11:03,max/v26.3.0,,,12.0,The Modular Platform (includes MAX & Mojo).,,,406.0,30,False,2,
8,nuitka,Nuitka/Nuitka,['written-in-python'],compilers,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33,2026-05-14 12:40:51,2026-05-14 09:21:44,14892,495.0,761,136,548,142,2662,14825,,,,,,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",3806.0,3806.0,209.0,30,True,1,
9,hy,hylang/hy,['written-in-python'],supersets,https://github.com/hylang/hy,https://github.com/hylang/hy,,2012-12-15 21:20:51,2026-05-14 15:37:26,2026-05-14 15:37:26,4515,47.0,367,114,1361,11,1146,5404,2026-01-14 17:46:09,1.2.0,1337.0,11.0,23.0,A dialect of Lisp thats embedded in Python.,817.0,817.0,185.0,28,False,2,1.0
10,graalpython,oracle/graalpython,['written-in-java'],implemented-in-other-languages,https://github.com/oracle/graalpython,https://github.com/oracle/graalpython,,2018-04-17 09:54:59,2026-05-14 14:38:21,2026-05-14 14:31:06,27499,1009.0,149,56,331,56,441,1590,2026-01-20 14:11:31,graal-25.0.2,704397.0,7337.0,61.0,GraalPy A high-performance embeddable Python 3 runtime for Java.,,,87.0,27,False,2,
11,codon,exaloop/codon,['written-in-cpp'],compilers,https://github.com/exaloop/codon,https://github.com/exaloop/codon,Apache-2.0,2021-09-27 17:56:34,2026-05-14 16:18:18,2026-05-07 22:59:27,954,19.0,604,137,185,95,433,16769,2026-03-04 00:09:30,0.19.6,56866.0,1386.0,20.0,"A high-performance, zero-overhead, extensible Python compiler with built-in NumPy support.",,,21.0,26,True,2,
12,ironpython,IronLanguages/ironpython3,['written-in-csharp'],implemented-in-other-languages,https://github.com/IronLanguages/ironpython3,https://github.com/IronLanguages/ironpython3,Apache-2.0,2014-02-27 21:50:49,2026-05-13 00:38:23,2026-05-13 00:38:23,1467,37.0,308,132,1314,295,368,2743,2024-12-20 01:50:55,3.4.2,168969.0,2769.0,5.0,Implementation of Python 3.x for .NET Framework that is built on top of the Dynamic Language Runtime.,,,39.0,25,True,2,
13,pythran,serge-sans-paille/pythran,['written-in-cpp'],subsets,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14,2026-04-29 21:12:28,2026-04-26 20:46:47,3939,34.0,199,45,1498,133,799,2124,,,,,,Ahead of Time compiler for numeric kernels.,3682.0,3682.0,77.0,25,True,3,
14,monty,pydantic/monty,['written-in-rust'],implemented-in-other-languages,https://github.com/pydantic/monty,https://github.com/pydantic/monty,MIT,2023-05-28 11:13:38,2026-05-14 18:34:09,2026-05-14 18:34:07,457,174.0,317,40,326,59,44,7165,2026-04-22 19:26:55,0.0.17,,,17.0,"A minimal, secure Python interpreter written in Rust for use by AI.",11.0,11.0,37.0,24,True,2,1.0
15,transcrypt,TranscryptOrg/Transcrypt,['written-in-python'],implemented-in-other-languages,https://github.com/TranscryptOrg/Transcrypt,https://github.com/TranscryptOrg/Transcrypt,Apache-2.0,2015-12-13 12:39:17,2025-06-16 08:04:28,2025-06-01 21:03:31,1239,,217,81,176,178,536,2915,2025-05-23 20:52:13,3.9.4,,,30.0,"Python 3.9 to JavaScript compiler - Lean, fast, open!.",474.0,474.0,37.0,24,True,2,
16,pocketpy,pocketpy/pocketpy,['written-in-cpp'],implemented-in-other-languages,https://github.com/pocketpy/pocketpy,https://github.com/pocketpy/pocketpy,MIT,2022-11-06 04:17:25,2026-04-29 05:55:56,2026-04-29 05:55:41,4232,41.0,209,17,236,13,248,2060,2026-03-18 07:11:24,2.1.8,6595.0,160.0,56.0,Portable Python 3.x Interpreter in Modern C for Game Scripting.,,,51.0,24,True,2,-1.0
17,skulpt,skulpt/skulpt,['written-in-javascript'],implemented-in-other-languages,https://github.com/skulpt/skulpt,https://github.com/skulpt/skulpt,,2012-05-31 20:13:13,2026-03-12 02:22:25,2026-03-12 02:22:25,5675,2.0,851,99,850,239,507,3395,2021-02-28 13:19:08,1.3.0,,,3.0,Skulpt is a Javascript implementation of the Python programming language.,252.0,252.0,117.0,22,False,3,
18,pypy,pypy/pypy,['written-in-python'],implemented-in-other-languages,https://github.com/pypy/pypy,https://github.com/pypy/pypy,,2023-12-29 10:03:49,2026-05-14 10:43:02,2026-05-10 15:35:15,71177,167.0,112,19,243,719,4487,1729,,,,,,PyPy is a very fast and compliant implementation of the Python language.,,,398.0,21,False,3,
19,pyjion,tonybaloney/Pyjion,['written-in-cpp'],cpython-forks,https://github.com/tonybaloney/Pyjion,https://github.com/tonybaloney/Pyjion,MIT,2016-05-19 01:56:39,2024-12-25 02:51:16,2024-12-25 02:51:16,2800,,60,22,275,70,170,1426,2022-11-14 00:45:10,2.0.0,622.0,9.0,35.0,Pyjion - A JIT for Python based upon CoreCLR.,16.0,16.0,34.0,21,False,1,
20,gpython,go-python/gpython,['written-in-go'],implemented-in-other-languages,https://github.com/go-python/gpython,https://github.com/go-python/gpython,BSD-3-Clause,2018-08-01 20:08:19,2026-03-02 13:02:41,2026-03-02 13:02:41,590,4.0,105,23,147,48,59,1001,2023-06-28 08:00:04,0.2.0,1021.0,10.0,6.0,gpython is a python interpreter written in go batteries not included.,236.0,236.0,24.0,21,True,3,
21,shedskin,shedskin/shedskin,['written-in-python'],compilers,https://github.com/shedskin/shedskin,https://github.com/shedskin/shedskin,,2010-07-02 20:21:59,2026-04-08 11:16:25,2026-04-08 07:43:21,5429,180.0,112,39,306,101,415,981,2026-04-08 11:17:31,0.9.12,15449.0,116.0,30.0,Shed Skin is a restricted-Python-to-C++ compiler. Read the introduction below to learn about the restrictions.,,,28.0,21,False,3,
22,coconut,evhub/coconut,['written-in-python'],supersets,https://github.com/evhub/coconut,https://github.com/evhub/coconut,Apache-2.0,2014-10-04 23:43:11,2026-02-16 05:03:23,2025-12-31 07:03:46,5251,,141,57,133,82,691,4327,2025-12-31 07:05:54,3.2.0,,,44.0,"Simple, elegant, Pythonic functional programming.",,,38.0,20,True,2,
23,cinder,facebookincubator/cinder,['written-in-c'],cpython-forks,https://github.com/facebookincubator/cinder,https://github.com/facebookincubator/cinder,,2021-03-16 21:50:16,2026-05-14 14:31:29,2026-05-14 14:21:31,127683,17.0,136,55,87,32,50,3784,,,,,,"This is Metas fork of the CPython runtime. The name cinder here is historical, see..",2.0,2.0,3307.0,20,False,2,
24,erg,erg-lang/erg,['written-in-rust'],implemented-in-other-languages,https://github.com/erg-lang/erg,https://github.com/erg-lang/erg,Apache-2.0,2022-08-10 13:59:09,2025-12-04 02:20:50,2025-12-04 02:19:25,4270,,58,14,294,67,171,2857,2025-08-12 18:32:11,0.6.53,13263.0,294.0,87.0,A statically typed language compatible with Python.,1.0,1.0,25.0,20,True,3,
25,pyston,pyston/pyston,['written-in-c'],cpython-forks,https://github.com/pyston/pyston,https://github.com/pyston/pyston,,2021-03-01 22:38:24,2024-08-12 16:30:59,2024-08-12 16:30:56,107480,,95,35,215,37,59,2507,2022-09-26 19:13:22,pyston_2.3.5,37325.0,622.0,7.0,(No longer maintained) A faster and highly-compatible implementation of the Python programming language.,,,1036.0,20,False,2,
26,jython,jython/jython,['written-in-java'],implemented-in-other-languages,https://github.com/jython/jython,https://github.com/jython/jython,,2020-07-25 16:17:43,2026-04-25 11:45:42,2026-04-25 11:45:42,8492,5.0,228,46,129,103,192,1509,,,,,,Python for the Java Platform.,,,92.0,18,False,3,
