,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,cython,cython/cython,['written-in-python'],supersets,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-06-18 13:33:50,2026-06-18 13:33:50,20327,207.0,1581,231,3540,1347,2842,10769,2026-05-23 19:29:49,3.2.5,508002.0,9407.0,58.0,The most widely used Python to C compiler.,216037.0,216037.0,588.0,43,True,1,
1,numba,numba/numba,['written-in-python'],subsets,https://github.com/numba/numba,https://github.com/numba/numba,BSD-2-Clause,2012-03-08 11:12:43,2026-06-18 19:49:15,2026-06-15 18:36:47,27964,389.0,1250,190,4986,1671,3974,11051,2026-04-24 03:05:39,0.65.1,,,28.0,NumPy aware dynamic Python compiler using LLVM.,174698.0,174698.0,433.0,39,True,1,
2,pyodide,pyodide/pyodide,['written-in-c'],implemented-in-other-languages,https://github.com/pyodide/pyodide,https://github.com/pyodide/pyodide,MPL-2.0,2018-02-23 19:21:29,2026-06-17 13:37:38,2026-06-17 13:37:34,4290,109.0,1000,137,3866,346,1473,14671,2026-06-09 09:56:41,314.0.0,1635332.0,17970.0,96.0,Pyodide is a Python distribution for the browser and Node.js based on WebAssembly.,6708.0,6708.0,306.0,37,True,1,
3,rustpython,RustPython/RustPython,['written-in-rust'],implemented-in-other-languages,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-06-18 20:10:46,2026-06-17 18:01:03,16838,564.0,1413,169,6699,285,1072,22124,,,1129.0,75.0,1.0,A Python Interpreter written in Rust.,896.0,896.0,499.0,33,True,1,
4,micropython,micropython/micropython,['written-in-c'],subsets,https://github.com/micropython/micropython,https://github.com/micropython/micropython,,2013-12-20 11:47:07,2026-06-18 19:14:43,2026-06-12 07:06:56,18682,418.0,6486,710,7882,1193,4876,21815,2026-04-06 13:41:40,1.28.0,114649.0,1081.0,26.0,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,17.0,17.0,744.0,33,False,2,
5,brython,brython-dev/brython,['written-in-javascript'],implemented-in-other-languages,https://github.com/brython-dev/brython,https://github.com/brython-dev/brython,BSD-3-Clause,2014-09-15 06:58:21,2026-06-15 05:23:23,2026-06-14 11:22:55,9765,260.0,518,128,554,86,2075,6595,2026-06-13 05:57:09,3.14.2,45649.0,323.0,80.0,Brython (Browser Python) is an implementation of Python 3 running in the browser.,521.0,521.0,129.0,33,True,1,1.0
6,nuitka,Nuitka/Nuitka,['written-in-python'],compilers,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33,2026-06-17 09:07:15,2026-05-26 12:23:48,15003,418.0,768,138,571,159,2680,14928,,,,,,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",3877.0,3877.0,210.0,31,True,1,
7,circuitpython,adafruit/circuitpython,['written-in-c'],subsets,https://github.com/adafruit/circuitpython,https://github.com/adafruit/circuitpython,,2016-08-20 20:10:40,2026-06-18 13:37:25,2026-06-18 13:37:25,41435,364.0,1400,130,6321,781,3869,4518,2026-05-12 21:43:06,10.2.1,,,100.0,CircuitPython - a Python implementation for teaching coding with microcontrollers.,79.0,79.0,1341.0,31,False,3,
8,mojo,modular/modular,['written-in-mojo'],supersets,https://github.com/modular/modular,https://github.com/modular/modular,,2023-04-28 22:17:24,2026-06-18 16:15:54,2026-06-18 07:59:00,35368,3631.0,2831,262,2554,767,2736,26354,2026-06-18 16:15:54,max/v26.4.0,,,13.0,The Modular Platform (includes MAX & Mojo).,,,422.0,29,False,2,
9,hy,hylang/hy,['written-in-python'],supersets,https://github.com/hylang/hy,https://github.com/hylang/hy,,2012-12-15 21:20:51,2026-05-28 18:01:17,2026-05-28 18:01:16,4534,56.0,367,114,1366,11,1150,5423,2026-05-24 13:53:40,1.3.0,1348.0,11.0,24.0,A dialect of Lisp thats embedded in Python.,818.0,818.0,185.0,28,False,2,
10,graalpython,oracle/graalpython,['written-in-java'],implemented-in-other-languages,https://github.com/oracle/graalpython,https://github.com/oracle/graalpython,,2018-04-17 09:54:59,2026-06-18 18:18:49,2026-06-18 18:15:46,27945,1240.0,154,56,445,47,457,1616,2026-05-21 20:46:55,graal-25.0.3,733641.0,7563.0,62.0,GraalPy A high-performance embeddable Python 3 runtime for Java.,,,89.0,27,False,2,
11,codon,exaloop/codon,['written-in-cpp'],compilers,https://github.com/exaloop/codon,https://github.com/exaloop/codon,Apache-2.0,2021-09-27 17:56:34,2026-06-17 22:25:35,2026-06-16 23:35:27,960,17.0,602,136,196,95,436,16797,2026-03-04 00:09:30,0.19.6,58580.0,1394.0,20.0,"A high-performance, zero-overhead, extensible Python compiler with built-in NumPy support.",,,21.0,26,True,2,
12,ironpython,IronLanguages/ironpython3,['written-in-csharp'],implemented-in-other-languages,https://github.com/IronLanguages/ironpython3,https://github.com/IronLanguages/ironpython3,Apache-2.0,2014-02-27 21:50:49,2026-06-18 20:18:39,2026-06-18 20:18:39,1486,30.0,309,133,1332,297,372,2753,2024-12-20 01:50:55,3.4.2,191675.0,3091.0,5.0,Implementation of Python 3.x for .NET Framework that is built on top of the Dynamic Language Runtime.,,,40.0,25,True,2,
13,pythran,serge-sans-paille/pythran,['written-in-cpp'],subsets,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14,2026-06-05 06:34:30,2026-06-05 06:34:19,3944,27.0,199,45,1503,134,800,2127,,,,,,Ahead of Time compiler for numeric kernels.,3693.0,3693.0,77.0,25,True,3,
14,monty,pydantic/monty,['written-in-rust'],implemented-in-other-languages,https://github.com/pydantic/monty,https://github.com/pydantic/monty,MIT,2023-05-28 11:13:38,2026-06-18 15:08:45,2026-06-18 15:08:45,506,144.0,375,43,383,54,61,7735,2026-05-29 07:36:09,0.0.18,,,18.0,"A minimal, secure Python interpreter written in Rust for use by AI.",15.0,15.0,41.0,24,True,2,
15,transcrypt,TranscryptOrg/Transcrypt,['written-in-python'],implemented-in-other-languages,https://github.com/TranscryptOrg/Transcrypt,https://github.com/TranscryptOrg/Transcrypt,Apache-2.0,2015-12-13 12:39:17,2025-06-16 08:04:28,2025-06-01 21:03:31,1239,,216,81,176,179,537,2913,2025-05-23 20:52:13,3.9.4,,,30.0,"Python 3.9 to JavaScript compiler - Lean, fast, open!.",476.0,476.0,37.0,24,True,2,
16,pocketpy,pocketpy/pocketpy,['written-in-cpp'],implemented-in-other-languages,https://github.com/pocketpy/pocketpy,https://github.com/pocketpy/pocketpy,MIT,2022-11-06 04:17:25,2026-06-18 03:40:47,2026-06-18 03:39:41,4236,25.0,210,17,236,13,250,2075,2026-03-18 07:11:24,2.1.8,6685.0,159.0,56.0,Portable Python 3.x Interpreter in Modern C for Game Scripting.,2.0,2.0,51.0,24,True,2,
17,skulpt,skulpt/skulpt,['written-in-javascript'],implemented-in-other-languages,https://github.com/skulpt/skulpt,https://github.com/skulpt/skulpt,,2012-05-31 20:13:13,2026-03-12 02:22:25,2026-03-12 02:22:25,5675,,852,99,851,240,507,3394,2021-02-28 13:19:08,1.3.0,,,3.0,Skulpt is a Javascript implementation of the Python programming language.,253.0,253.0,117.0,22,False,3,
18,pypy,pypy/pypy,['written-in-python'],implemented-in-other-languages,https://github.com/pypy/pypy,https://github.com/pypy/pypy,,2023-12-29 10:03:49,2026-06-17 11:29:58,2026-06-11 07:52:10,71256,204.0,114,19,261,719,4505,1751,,,,,,PyPy is a very fast and compliant implementation of the Python language.,,,398.0,22,False,3,
19,cinder,facebookincubator/cinder,['written-in-c'],cpython-forks,https://github.com/facebookincubator/cinder,https://github.com/facebookincubator/cinder,,2021-03-16 21:50:16,2026-06-18 07:52:06,2026-06-17 05:12:34,127718,45.0,136,54,94,31,51,3785,,,,,,"This is Metas fork of the CPython runtime. The name cinder here is historical, see..",2.0,2.0,3312.0,21,False,1,1.0
