,name,github_id,labels,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
0,cython,cython/cython,['written-in-python'],supersets,https://github.com/cython/cython,https://github.com/cython/cython,Apache-2.0,2010-11-21 07:44:20,2026-06-03 09:19:52,2026-06-02 14:22:44,20297,200.0,1582,231,3522,1348,2839,10761,2026-05-23 19:29:49,3.2.5,494592.0,9159.0,58.0,The most widely used Python to C compiler.,215775.0,215775.0,587.0,43,True,1,
1,numba,numba/numba,['written-in-python'],subsets,https://github.com/numba/numba,https://github.com/numba/numba,BSD-2-Clause,2012-03-08 11:12:43,2026-06-03 05:56:54,2026-06-03 05:56:03,27894,354.0,1244,189,4965,1671,3966,11035,2026-04-24 03:05:39,0.65.1,,,28.0,NumPy aware dynamic Python compiler using LLVM.,174162.0,174162.0,429.0,39,True,1,
2,pyodide,pyodide/pyodide,['written-in-c'],implemented-in-other-languages,https://github.com/pyodide/pyodide,https://github.com/pyodide/pyodide,MPL-2.0,2018-02-23 19:21:29,2026-06-04 14:14:08,2026-06-04 14:14:04,4266,109.0,1000,136,3840,342,1470,14625,2026-05-07 10:22:27,0.29.4,1589789.0,17470.0,95.0,Pyodide is a Python distribution for the browser and Node.js based on WebAssembly.,6645.0,6645.0,306.0,37,True,1,
3,rustpython,RustPython/RustPython,['written-in-rust'],implemented-in-other-languages,https://github.com/RustPython/RustPython,https://github.com/RustPython/RustPython,MIT,2018-05-28 19:27:01,2026-06-04 02:18:48,2026-06-04 02:18:46,16763,602.0,1413,170,6620,282,1069,22095,,,985.0,65.0,1.0,A Python Interpreter written in Rust.,896.0,896.0,497.0,33,True,1,
4,micropython,micropython/micropython,['written-in-c'],subsets,https://github.com/micropython/micropython,https://github.com/micropython/micropython,,2013-12-20 11:47:07,2026-06-04 13:18:58,2026-06-04 13:06:40,18638,430.0,6471,712,7849,1246,4819,21778,2026-04-06 13:41:40,1.28.0,114064.0,1076.0,26.0,MicroPython - a lean and efficient Python implementation for microcontrollers and constrained systems.,17.0,17.0,743.0,33,False,2,
5,brython,brython-dev/brython,['written-in-javascript'],implemented-in-other-languages,https://github.com/brython-dev/brython,https://github.com/brython-dev/brython,BSD-3-Clause,2014-09-15 06:58:21,2026-06-03 08:38:31,2026-06-03 08:22:43,9633,150.0,518,130,484,88,2068,6593,2026-05-02 14:56:30,3.14.1,45462.0,322.0,79.0,Brython (Browser Python) is an implementation of Python 3 running in the browser.,519.0,519.0,128.0,32,True,2,
6,nuitka,Nuitka/Nuitka,['written-in-python'],compilers,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33,2026-06-04 07:56:28,2026-05-26 12:23:48,15003,509.0,764,138,556,149,2679,14892,,,,,,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",3840.0,3840.0,210.0,31,True,1,
7,circuitpython,adafruit/circuitpython,['written-in-c'],subsets,https://github.com/adafruit/circuitpython,https://github.com/adafruit/circuitpython,,2016-08-20 20:10:40,2026-06-04 10:53:08,2026-06-04 10:53:08,41409,370.0,1397,130,6310,782,3864,4511,2026-05-12 21:43:06,10.2.1,,,100.0,CircuitPython - a Python implementation for teaching coding with microcontrollers.,79.0,79.0,1339.0,31,False,3,
8,mojo,modular/modular,['written-in-mojo'],supersets,https://github.com/modular/modular,https://github.com/modular/modular,,2023-04-28 22:17:24,2026-06-04 07:54:31,2026-06-04 07:54:30,34785,3891.0,2823,262,2534,751,2718,26279,2026-05-07 16:11:03,max/v26.3.0,,,12.0,The Modular Platform (includes MAX & Mojo).,,,415.0,30,False,2,
9,hy,hylang/hy,['written-in-python'],supersets,https://github.com/hylang/hy,https://github.com/hylang/hy,,2012-12-15 21:20:51,2026-05-28 18:01:17,2026-05-28 18:01:16,4534,63.0,367,114,1364,10,1149,5417,2026-05-24 13:53:40,1.3.0,1345.0,11.0,24.0,A dialect of Lisp thats embedded in Python.,818.0,818.0,185.0,28,False,2,
